Learner,Email,Progress
Learner 2171,Learner 2171@example.com,72
Learner 2172,Learner 2172@example.com,88
Learner 2173,Learner 2173@example.com,80
Learner 2174,Learner 2174@example.com,74
Learner 2175,Learner 2175@example.com,74
Learner 2176,Learner 2176@example.com,92
Learner 2177,Learner 2177@example.com,86
Learner 2178,Learner 2178@example.com,74
Learner 2179,Learner 2179@example.com,98
Learner 2180,Learner 2180@example.com,86
Learner 2181,Learner 2181@example.com,86
Learner 2182,Learner 2182@example.com,72
Learner 2183,Learner 2183@example.com,82
Learner 2184,Learner 2184@example.com,68
Learner 2185,Learner 2185@example.com,76
Learner 2186,Learner 2186@example.com,64
Learner 2187,Learner 2187@example.com,60
Learner 2188,Learner 2188@example.com,98
Learner 2189,Learner 2189@example.com,92
Learner 2190,Learner 2190@example.com,90
Learner 2191,Learner 2191@example.com,88
Learner 2192,Learner 2192@example.com,74
Learner 2193,Learner 2193@example.com,90
Learner 2194,Learner 2194@example.com,70
Learner 2195,Learner 2195@example.com,78
Learner 2196,Learner 2196@example.com,78
Learner 2197,Learner 2197@example.com,74
Learner 2198,Learner 2198@example.com,86
Learner 2199,Learner 2199@example.com,82
Learner 2200,Learner 2200@example.com,68
Learner 2201,Learner 2201@example.com,68
Learner 2202,Learner 2202@example.com,80
Learner 2203,Learner 2203@example.com,96
Learner 2204,Learner 2204@example.com,94
Learner 2205,Learner 2205@example.com,88
Learner 2206,Learner 2206@example.com,84
Learner 2207,Learner 2207@example.com,94
Learner 2208,Learner 2208@example.com,96
Learner 2209,Learner 2209@example.com,86
Learner 2210,Learner 2210@example.com,96
Learner 2211,Learner 2211@example.com,84
Learner 2212,Learner 2212@example.com,90
Learner 2213,Learner 2213@example.com,94
Learner 2214,Learner 2214@example.com,90
Learner 2215,Learner 2215@example.com,94
Learner 2216,Learner 2216@example.com,94
Learner 2217,Learner 2217@example.com,88
Learner 2218,Learner 2218@example.com,96
Learner 2219,Learner 2219@example.com,98
Learner 2220,Learner 2220@example.com,96
Learner 2221,Learner 2221@example.com,90
Learner 2222,Learner 2222@example.com,86
Learner 2223,Learner 2223@example.com,96
Learner 2224,Learner 2224@example.com,86
Learner 2225,Learner 2225@example.com,96
Learner 2226,Learner 2226@example.com,86
Learner 2227,Learner 2227@example.com,74
Learner 2228,Learner 2228@example.com,22
Learner 2229,Learner 2229@example.com,64
Learner 2230,Learner 2230@example.com,6
Learner 2231,Learner 2231@example.com,40
Learner 2232,Learner 2232@example.com,62
Learner 2233,Learner 2233@example.com,60
Learner 2234,Learner 2234@example.com,44
Learner 2235,Learner 2235@example.com,42
Learner 2236,Learner 2236@example.com,24
Learner 2237,Learner 2237@example.com,48
Learner 2238,Learner 2238@example.com,46
Learner 2239,Learner 2239@example.com,72
Learner 2240,Learner 2240@example.com,30
Learner 2241,Learner 2241@example.com,20
Learner 2242,Learner 2242@example.com,78
Learner 2243,Learner 2243@example.com,64
Learner 2244,Learner 2244@example.com,54
Learner 2245,Learner 2245@example.com,50
Learner 2246,Learner 2246@example.com,50
Learner 2247,Learner 2247@example.com,54
Learner 2248,Learner 2248@example.com,56
Learner 2249,Learner 2249@example.com,38
Learner 2250,Learner 2250@example.com,50
Learner 2251,Learner 2251@example.com,40
Learner 2252,Learner 2252@example.com,16
Learner 2253,Learner 2253@example.com,78
Learner 2254,Learner 2254@example.com,34
Learner 2255,Learner 2255@example.com,60
Learner 2256,Learner 2256@example.com,30
Learner 2257,Learner 2257@example.com,82
Learner 2258,Learner 2258@example.com,82
Learner 2259,Learner 2259@example.com,80
Learner 2260,Learner 2260@example.com,78
Learner 2261,Learner 2261@example.com,62
Learner 2262,Learner 2262@example.com,70
Learner 2263,Learner 2263@example.com,84
Learner 2264,Learner 2264@example.com,74
Learner 2265,Learner 2265@example.com,98
Learner 2266,Learner 2266@example.com,98
Learner 2267,Learner 2267@example.com,82
Learner 2268,Learner 2268@example.com,84
Learner 2269,Learner 2269@example.com,84
Learner 2270,Learner 2270@example.com,72
Learner 2271,Learner 2271@example.com,76
Learner 2272,Learner 2272@example.com,74
Learner 2273,Learner 2273@example.com,72
Learner 2274,Learner 2274@example.com,88
Learner 2275,Learner 2275@example.com,78
Learner 2276,Learner 2276@example.com,86
Learner 2277,Learner 2277@example.com,72
Learner 2278,Learner 2278@example.com,88
Learner 2279,Learner 2279@example.com,80
Learner 2280,Learner 2280@example.com,74
Learner 2281,Learner 2281@example.com,74
Learner 2282,Learner 2282@example.com,92
Learner 2283,Learner 2283@example.com,86
Learner 2284,Learner 2284@example.com,74
Learner 2285,Learner 2285@example.com,98
Learner 2286,Learner 2286@example.com,86
Learner 2287,Learner 2287@example.com,86
Learner 2288,Learner 2288@example.com,72
Learner 2289,Learner 2289@example.com,82
Learner 2290,Learner 2290@example.com,68
Learner 2291,Learner 2291@example.com,76
Learner 2292,Learner 2292@example.com,64
Learner 2293,Learner 2293@example.com,60
Learner 2294,Learner 2294@example.com,98
Learner 2295,Learner 2295@example.com,92
Learner 2296,Learner 2296@example.com,90
Learner 2297,Learner 2297@example.com,88
Learner 2298,Learner 2298@example.com,74
Learner 2299,Learner 2299@example.com,90
Learner 2300,Learner 2300@example.com,70
Learner 2301,Learner 2301@example.com,78
Learner 2302,Learner 2302@example.com,78
Learner 2303,Learner 2303@example.com,74
Learner 2304,Learner 2304@example.com,86
Learner 2305,Learner 2305@example.com,82
Learner 2306,Learner 2306@example.com,68
Learner 2307,Learner 2307@example.com,68
Learner 2308,Learner 2308@example.com,80
Learner 2309,Learner 2309@example.com,96
Learner 2310,Learner 2310@example.com,94
Learner 2311,Learner 2311@example.com,88
Learner 2312,Learner 2312@example.com,84
Learner 2313,Learner 2313@example.com,94
Learner 2314,Learner 2314@example.com,96
Learner 2315,Learner 2315@example.com,86
Learner 2316,Learner 2316@example.com,96
Learner 2317,Learner 2317@example.com,84
Learner 2318,Learner 2318@example.com,90
Learner 2319,Learner 2319@example.com,94
Learner 2320,Learner 2320@example.com,90
Learner 2321,Learner 2321@example.com,94
Learner 2322,Learner 2322@example.com,94
Learner 2323,Learner 2323@example.com,88
Learner 2324,Learner 2324@example.com,96
Learner 2325,Learner 2325@example.com,98
Learner 2326,Learner 2326@example.com,96
Learner 2327,Learner 2327@example.com,90
Learner 2328,Learner 2328@example.com,86
Learner 2329,Learner 2329@example.com,96
Learner 2330,Learner 2330@example.com,86
Learner 2331,Learner 2331@example.com,96
Learner 2332,Learner 2332@example.com,86
Learner 2333,Learner 2333@example.com,74
Learner 2334,Learner 2334@example.com,22
Learner 2335,Learner 2335@example.com,64
Learner 2336,Learner 2336@example.com,6
Learner 2337,Learner 2337@example.com,40
Learner 2338,Learner 2338@example.com,62
Learner 2339,Learner 2339@example.com,60
Learner 2340,Learner 2340@example.com,44
Learner 2341,Learner 2341@example.com,42
Learner 2342,Learner 2342@example.com,24
Learner 2343,Learner 2343@example.com,48
Learner 2344,Learner 2344@example.com,46
Learner 2345,Learner 2345@example.com,72
Learner 2346,Learner 2346@example.com,30
Learner 2347,Learner 2347@example.com,20
Learner 2348,Learner 2348@example.com,78
Learner 2349,Learner 2349@example.com,64
Learner 2350,Learner 2350@example.com,54
Learner 2351,Learner 2351@example.com,50
Learner 2352,Learner 2352@example.com,50
Learner 2353,Learner 2353@example.com,54
Learner 2354,Learner 2354@example.com,56
Learner 2355,Learner 2355@example.com,38
Learner 2356,Learner 2356@example.com,50
Learner 2357,Learner 2357@example.com,40
Learner 2358,Learner 2358@example.com,16
Learner 2359,Learner 2359@example.com,78
Learner 2360,Learner 2360@example.com,34
Learner 2361,Learner 2361@example.com,60
Learner 2362,Learner 2362@example.com,30
Learner 2363,Learner 2363@example.com,82
Learner 2364,Learner 2364@example.com,82
Learner 2365,Learner 2365@example.com,80
Learner 2366,Learner 2366@example.com,78
Learner 2367,Learner 2367@example.com,62
Learner 2368,Learner 2368@example.com,70
Learner 2369,Learner 2369@example.com,84
Learner 2370,Learner 2370@example.com,74
Learner 2371,Learner 2371@example.com,98
Learner 2372,Learner 2372@example.com,98
Learner 2373,Learner 2373@example.com,82
Learner 2374,Learner 2374@example.com,84
Learner 2375,Learner 2375@example.com,84
Learner 2376,Learner 2376@example.com,72
Learner 2377,Learner 2377@example.com,76
Learner 2378,Learner 2378@example.com,74
Learner 2379,Learner 2379@example.com,72
Learner 2380,Learner 2380@example.com,88
Learner 2381,Learner 2381@example.com,78
Learner 2382,Learner 2382@example.com,86
Learner 2383,Learner 2383@example.com,72
Learner 2384,Learner 2384@example.com,88
Learner 2385,Learner 2385@example.com,80
Learner 2386,Learner 2386@example.com,74
Learner 2387,Learner 2387@example.com,74
Learner 2388,Learner 2388@example.com,92
Learner 2389,Learner 2389@example.com,86
Learner 2390,Learner 2390@example.com,74
Learner 2391,Learner 2391@example.com,98
Learner 2392,Learner 2392@example.com,86
Learner 2393,Learner 2393@example.com,86
Learner 2394,Learner 2394@example.com,72
Learner 2395,Learner 2395@example.com,82
Learner 2396,Learner 2396@example.com,68
Learner 2397,Learner 2397@example.com,76
Learner 2398,Learner 2398@example.com,64
Learner 2399,Learner 2399@example.com,60
Learner 2400,Learner 2400@example.com,98
Learner 2401,Learner 2401@example.com,92
Learner 2402,Learner 2402@example.com,90
Learner 2403,Learner 2403@example.com,88
Learner 2404,Learner 2404@example.com,74
Learner 2405,Learner 2405@example.com,90
Learner 2406,Learner 2406@example.com,70
Learner 2407,Learner 2407@example.com,78
Learner 2408,Learner 2408@example.com,78
Learner 2409,Learner 2409@example.com,74
Learner 2410,Learner 2410@example.com,86
Learner 2411,Learner 2411@example.com,82
Learner 2412,Learner 2412@example.com,68
Learner 2413,Learner 2413@example.com,68
Learner 2414,Learner 2414@example.com,80
Learner 2415,Learner 2415@example.com,96
Learner 2416,Learner 2416@example.com,94
Learner 2417,Learner 2417@example.com,88
Learner 2418,Learner 2418@example.com,84
Learner 2419,Learner 2419@example.com,94
Learner 2420,Learner 2420@example.com,96
Learner 2421,Learner 2421@example.com,86
Learner 2422,Learner 2422@example.com,96
Learner 2423,Learner 2423@example.com,84
Learner 2424,Learner 2424@example.com,90
Learner 2425,Learner 2425@example.com,94
Learner 2426,Learner 2426@example.com,90
Learner 2427,Learner 2427@example.com,94
Learner 2428,Learner 2428@example.com,94
Learner 2429,Learner 2429@example.com,88
Learner 2430,Learner 2430@example.com,96
Learner 2431,Learner 2431@example.com,98
Learner 2432,Learner 2432@example.com,96
Learner 2433,Learner 2433@example.com,90
Learner 2434,Learner 2434@example.com,86
Learner 2435,Learner 2435@example.com,96
Learner 2436,Learner 2436@example.com,86
Learner 2437,Learner 2437@example.com,96
Learner 2438,Learner 2438@example.com,86
Learner 2439,Learner 2439@example.com,74
Learner 2440,Learner 2440@example.com,22
Learner 2441,Learner 2441@example.com,64
Learner 2442,Learner 2442@example.com,6
Learner 2443,Learner 2443@example.com,40
Learner 2444,Learner 2444@example.com,62
Learner 2445,Learner 2445@example.com,60
Learner 2446,Learner 2446@example.com,44
Learner 2447,Learner 2447@example.com,42
Learner 2448,Learner 2448@example.com,24
Learner 2449,Learner 2449@example.com,48
Learner 2450,Learner 2450@example.com,46
Learner 2451,Learner 2451@example.com,72
Learner 2452,Learner 2452@example.com,30
Learner 2453,Learner 2453@example.com,20
Learner 2454,Learner 2454@example.com,78
Learner 2455,Learner 2455@example.com,64
Learner 2456,Learner 2456@example.com,54
Learner 2457,Learner 2457@example.com,50
Learner 2458,Learner 2458@example.com,50
Learner 2459,Learner 2459@example.com,54
Learner 2460,Learner 2460@example.com,56
Learner 2461,Learner 2461@example.com,38
Learner 2462,Learner 2462@example.com,50
Learner 2463,Learner 2463@example.com,40
Learner 2464,Learner 2464@example.com,16
Learner 2465,Learner 2465@example.com,78
Learner 2466,Learner 2466@example.com,34
Learner 2467,Learner 2467@example.com,60
Learner 2468,Learner 2468@example.com,30
Learner 2469,Learner 2469@example.com,82
Learner 2470,Learner 2470@example.com,82
Learner 2471,Learner 2471@example.com,80
Learner 2472,Learner 2472@example.com,78
Learner 2473,Learner 2473@example.com,62
Learner 2474,Learner 2474@example.com,70
Learner 2475,Learner 2475@example.com,84
Learner 2476,Learner 2476@example.com,74
Learner 2477,Learner 2477@example.com,98
Learner 2478,Learner 2478@example.com,98
Learner 2479,Learner 2479@example.com,82
Learner 2480,Learner 2480@example.com,84
Learner 2481,Learner 2481@example.com,84
Learner 2482,Learner 2482@example.com,72
Learner 2483,Learner 2483@example.com,76
Learner 2484,Learner 2484@example.com,74
Learner 2485,Learner 2485@example.com,72
Learner 2486,Learner 2486@example.com,88
Learner 2487,Learner 2487@example.com,78
Learner 2488,Learner 2488@example.com,86
Learner 2489,Learner 2489@example.com,72
Learner 2490,Learner 2490@example.com,88
Learner 2491,Learner 2491@example.com,80
Learner 2492,Learner 2492@example.com,74
Learner 2493,Learner 2493@example.com,74
Learner 2494,Learner 2494@example.com,92
Learner 2495,Learner 2495@example.com,86
Learner 2496,Learner 2496@example.com,74
Learner 2497,Learner 2497@example.com,98
Learner 2498,Learner 2498@example.com,86
Learner 2499,Learner 2499@example.com,86
Learner 2500,Learner 2500@example.com,72
Learner 2501,Learner 2501@example.com,82
Learner 2502,Learner 2502@example.com,68
Learner 2503,Learner 2503@example.com,76
Learner 2504,Learner 2504@example.com,64
Learner 2505,Learner 2505@example.com,60
Learner 2506,Learner 2506@example.com,98
Learner 2507,Learner 2507@example.com,92
Learner 2508,Learner 2508@example.com,90
Learner 2509,Learner 2509@example.com,88
Learner 2510,Learner 2510@example.com,74
Learner 2511,Learner 2511@example.com,90
Learner 2512,Learner 2512@example.com,70
Learner 2513,Learner 2513@example.com,78
Learner 2514,Learner 2514@example.com,78
Learner 2515,Learner 2515@example.com,74
Learner 2516,Learner 2516@example.com,86
Learner 2517,Learner 2517@example.com,82
Learner 2518,Learner 2518@example.com,68
Learner 2519,Learner 2519@example.com,68
Learner 2520,Learner 2520@example.com,80
Learner 2521,Learner 2521@example.com,96
Learner 2522,Learner 2522@example.com,94
Learner 2523,Learner 2523@example.com,88
Learner 2524,Learner 2524@example.com,84
Learner 2525,Learner 2525@example.com,94
Learner 2526,Learner 2526@example.com,96
Learner 2527,Learner 2527@example.com,86
Learner 2528,Learner 2528@example.com,96
Learner 2529,Learner 2529@example.com,84
Learner 2530,Learner 2530@example.com,90
Learner 2531,Learner 2531@example.com,94
Learner 2532,Learner 2532@example.com,90
Learner 2533,Learner 2533@example.com,94
Learner 2534,Learner 2534@example.com,94
Learner 2535,Learner 2535@example.com,88
Learner 2536,Learner 2536@example.com,96
Learner 2537,Learner 2537@example.com,98
Learner 2538,Learner 2538@example.com,96
Learner 2539,Learner 2539@example.com,90
Learner 2540,Learner 2540@example.com,86
Learner 2541,Learner 2541@example.com,96
Learner 2542,Learner 2542@example.com,86
Learner 2543,Learner 2543@example.com,96
