username,email,Knowledge Check 1,Knowledge Check 2,Final Exam,Total,Last visit,Stuck
learner1615,learner1615@example.com,80,90,10,40,,
learner1616,learner1616@example.com,40,40,0,16,,
learner1617,learner1617@example.com,90,0,100,78,,
learner1618,learner1618@example.com,30,20,40,34,,
learner1619,learner1619@example.com,50,100,50,60,,
learner1620,learner1620@example.com,50,100,0,30,,
learner1621,learner1621@example.com,80,60,90,82,,
learner1622,learner1622@example.com,80,60,90,82,,
learner1623,learner1623@example.com,60,70,90,80,,
learner1624,learner1624@example.com,60,60,90,78,,
learner1625,learner1625@example.com,60,70,60,62,,
learner1626,learner1626@example.com,100,70,60,70,,
learner1627,learner1627@example.com,80,70,90,84,,
learner1628,learner1628@example.com,90,100,60,74,,
learner1629,learner1629@example.com,100,90,100,98,,
learner1630,learner1630@example.com,90,100,100,98,,
learner1631,learner1631@example.com,70,70,90,82,,
learner1632,learner1632@example.com,80,70,90,84,,
learner1633,learner1633@example.com,100,80,80,84,,
learner1634,learner1634@example.com,60,60,80,72,,
learner1635,learner1635@example.com,80,90,70,76,,
learner1636,learner1636@example.com,100,60,70,74,,
learner1637,learner1637@example.com,80,70,70,72,,
learner1638,learner1638@example.com,80,90,90,88,,
learner1639,learner1639@example.com,80,70,80,78,,
learner1640,learner1640@example.com,90,100,80,86,,
learner1641,learner1641@example.com,90,60,70,72,,
learner1642,learner1642@example.com,100,70,90,88,,
learner1643,learner1643@example.com,90,100,70,80,,
learner1644,learner1644@example.com,60,100,70,74,,
learner1645,learner1645@example.com,60,100,70,74,,
learner1646,learner1646@example.com,100,60,100,92,,
learner1647,learner1647@example.com,90,70,90,86,,
learner1648,learner1648@example.com,90,70,70,74,,
learner1649,learner1649@example.com,90,100,100,98,,
learner1650,learner1650@example.com,100,60,90,86,,
learner1651,learner1651@example.com,90,70,90,86,,
learner1652,learner1652@example.com,80,100,60,72,,
learner1653,learner1653@example.com,100,100,70,82,,
learner1654,learner1654@example.com,80,80,60,68,,
learner1655,learner1655@example.com,80,60,80,76,,
learner1656,learner1656@example.com,80,60,60,64,,
learner1657,learner1657@example.com,60,60,60,60,,
learner1658,learner1658@example.com,100,90,100,98,,
learner1659,learner1659@example.com,100,60,100,92,,
learner1660,learner1660@example.com,80,100,90,90,,
learner1661,learner1661@example.com,100,100,80,88,,
learner1662,learner1662@example.com,70,60,80,74,,
learner1663,learner1663@example.com,100,80,90,90,,
learner1664,learner1664@example.com,80,60,70,70,,
learner1665,learner1665@example.com,80,100,70,78,,
learner1666,learner1666@example.com,90,60,80,78,,
learner1667,learner1667@example.com,60,70,80,74,,
learner1668,learner1668@example.com,90,70,90,86,,
learner1669,learner1669@example.com,100,100,70,82,,
learner1670,learner1670@example.com,60,100,60,68,,
learner1671,learner1671@example.com,90,70,60,68,,
learner1672,learner1672@example.com,80,80,80,80,,
learner1673,learner1673@example.com,80,100,100,96,,
learner1674,learner1674@example.com,80,90,100,94,,
learner1675,learner1675@example.com,100,100,80,88,,
learner1676,learner1676@example.com,90,90,80,84,,
learner1677,learner1677@example.com,80,90,100,94,,
learner1678,learner1678@example.com,90,90,100,96,,
learner1679,learner1679@example.com,80,80,90,86,,
learner1680,learner1680@example.com,100,80,100,96,,
learner1681,learner1681@example.com,80,100,80,84,,
learner1682,learner1682@example.com,80,100,90,90,,
learner1683,learner1683@example.com,80,90,100,94,,
learner1684,learner1684@example.com,100,80,90,90,,
learner1685,learner1685@example.com,80,90,100,94,,
learner1686,learner1686@example.com,100,100,90,94,,
learner1687,learner1687@example.com,80,90,90,88,,
learner1688,learner1688@example.com,80,100,100,96,,
learner1689,learner1689@example.com,90,100,100,98,,
learner1690,learner1690@example.com,80,100,100,96,,
learner1691,learner1691@example.com,80,100,90,90,,
learner1692,learner1692@example.com,100,90,80,86,,
learner1693,learner1693@example.com,80,100,100,96,,
learner1694,learner1694@example.com,90,100,80,86,,
learner1695,learner1695@example.com,100,80,100,96,,
learner1696,learner1696@example.com,90,100,80,86,,
learner1697,learner1697@example.com,90,70,70,74,,
learner1698,learner1698@example.com,40,40,10,22,,
learner1699,learner1699@example.com,70,10,80,64,,
learner1700,learner1700@example.com,0,30,0,6,,
learner1701,learner1701@example.com,20,90,30,40,,
learner1702,learner1702@example.com,0,70,80,62,,
learner1703,learner1703@example.com,0,30,90,60,,
learner1704,learner1704@example.com,0,40,60,44,,
learner1705,learner1705@example.com,0,90,40,42,,
learner1706,learner1706@example.com,40,20,20,24,,
learner1707,learner1707@example.com,60,90,30,48,,
learner1708,learner1708@example.com,90,80,20,46,,
learner1709,learner1709@example.com,100,20,80,72,,
learner1710,learner1710@example.com,80,10,20,30,,
learner1711,learner1711@example.com,10,90,0,20,,
learner1712,learner1712@example.com,50,40,100,78,,
learner1713,learner1713@example.com,10,40,90,64,,
learner1714,learner1714@example.com,60,90,40,54,,
learner1715,learner1715@example.com,40,30,60,50,,
learner1716,learner1716@example.com,70,0,60,50,,
learner1717,learner1717@example.com,20,100,50,54,,
learner1718,learner1718@example.com,10,30,80,56,,
learner1719,learner1719@example.com,90,10,30,38,,
learner1720,learner1720@example.com,10,90,50,50,,
learner1721,learner1721@example.com,80,90,10,40,,
learner1722,learner1722@example.com,40,40,0,16,,
learner1723,learner1723@example.com,90,0,100,78,,
learner1724,learner1724@example.com,30,20,40,34,,
learner1725,learner1725@example.com,50,100,50,60,,
learner1726,learner1726@example.com,50,100,0,30,,
learner1727,learner1727@example.com,80,60,90,82,,
learner1728,learner1728@example.com,80,60,90,82,,
learner1729,learner1729@example.com,60,70,90,80,,
learner1730,learner1730@example.com,60,60,90,78,,
learner1731,learner1731@example.com,60,70,60,62,,
learner1732,learner1732@example.com,100,70,60,70,,
learner1733,learner1733@example.com,80,70,90,84,,
learner1734,learner1734@example.com,90,100,60,74,,
learner1735,learner1735@example.com,100,90,100,98,,
learner1736,learner1736@example.com,90,100,100,98,,
learner1737,learner1737@example.com,70,70,90,82,,
learner1738,learner1738@example.com,80,70,90,84,,
learner1739,learner1739@example.com,100,80,80,84,,
learner1740,learner1740@example.com,60,60,80,72,,
learner1741,learner1741@example.com,80,90,70,76,,
learner1742,learner1742@example.com,100,60,70,74,,
learner1743,learner1743@example.com,80,70,70,72,,
learner1744,learner1744@example.com,80,90,90,88,,
learner1745,learner1745@example.com,80,70,80,78,,
learner1746,learner1746@example.com,90,100,80,86,,
learner1747,learner1747@example.com,90,60,70,72,,
learner1748,learner1748@example.com,100,70,90,88,,
learner1749,learner1749@example.com,90,100,70,80,,
learner1750,learner1750@example.com,60,100,70,74,,
learner1751,learner1751@example.com,60,100,70,74,,
learner1752,learner1752@example.com,100,60,100,92,,
learner1753,learner1753@example.com,90,70,90,86,,
learner1754,learner1754@example.com,90,70,70,74,,
learner1755,learner1755@example.com,90,100,100,98,,
learner1756,learner1756@example.com,100,60,90,86,,
learner1757,learner1757@example.com,90,70,90,86,,
learner1758,learner1758@example.com,80,100,60,72,,
learner1759,learner1759@example.com,100,100,70,82,,
learner1760,learner1760@example.com,80,80,60,68,,
learner1761,learner1761@example.com,80,60,80,76,,
learner1762,learner1762@example.com,80,60,60,64,,
learner1763,learner1763@example.com,60,60,60,60,,
learner1764,learner1764@example.com,100,90,100,98,,
learner1765,learner1765@example.com,100,60,100,92,,
learner1766,learner1766@example.com,80,100,90,90,,
learner1767,learner1767@example.com,100,100,80,88,,
learner1768,learner1768@example.com,70,60,80,74,,
learner1769,learner1769@example.com,100,80,90,90,,
learner1770,learner1770@example.com,80,60,70,70,,
learner1771,learner1771@example.com,80,100,70,78,,
learner1772,learner1772@example.com,90,60,80,78,,
learner1773,learner1773@example.com,60,70,80,74,,
learner1774,learner1774@example.com,90,70,90,86,,
learner1775,learner1775@example.com,100,100,70,82,,
learner1776,learner1776@example.com,60,100,60,68,,
learner1777,learner1777@example.com,90,70,60,68,,
learner1778,learner1778@example.com,80,80,80,80,,
learner1779,learner1779@example.com,80,100,100,96,,
learner1780,learner1780@example.com,80,90,100,94,,
learner1781,learner1781@example.com,100,100,80,88,,
learner1782,learner1782@example.com,90,90,80,84,,
learner1783,learner1783@example.com,80,90,100,94,,
learner1784,learner1784@example.com,90,90,100,96,,
learner1785,learner1785@example.com,80,80,90,86,,
learner1786,learner1786@example.com,100,80,100,96,,
learner1787,learner1787@example.com,80,100,80,84,,
learner1788,learner1788@example.com,80,100,90,90,,
learner1789,learner1789@example.com,80,90,100,94,,
learner1790,learner1790@example.com,100,80,90,90,,
learner1791,learner1791@example.com,80,90,100,94,,
learner1792,learner1792@example.com,100,100,90,94,,
learner1793,learner1793@example.com,80,90,90,88,,
learner1794,learner1794@example.com,80,100,100,96,,
learner1795,learner1795@example.com,90,100,100,98,,
learner1796,learner1796@example.com,80,100,100,96,,
learner1797,learner1797@example.com,80,100,90,90,,
learner1798,learner1798@example.com,100,90,80,86,,
learner1799,learner1799@example.com,80,100,100,96,,
learner1800,learner1800@example.com,90,100,80,86,,
learner1801,learner1801@example.com,100,80,100,96,,
learner1802,learner1802@example.com,90,100,80,86,,
learner1803,learner1803@example.com,90,70,70,74,,
learner1804,learner1804@example.com,40,40,10,22,,
learner1805,learner1805@example.com,70,10,80,64,,
learner1806,learner1806@example.com,0,30,0,6,,
learner1807,learner1807@example.com,20,90,30,40,,
learner1808,learner1808@example.com,0,70,80,62,,
learner1809,learner1809@example.com,0,30,90,60,,
learner1810,learner1810@example.com,0,40,60,44,,
learner1811,learner1811@example.com,0,90,40,42,,
learner1812,learner1812@example.com,40,20,20,24,,
learner1813,learner1813@example.com,60,90,30,48,,
learner1814,learner1814@example.com,90,80,20,46,,
learner1815,learner1815@example.com,100,20,80,72,,
learner1816,learner1816@example.com,80,10,20,30,,
learner1817,learner1817@example.com,10,90,0,20,,
learner1818,learner1818@example.com,50,40,100,78,,
learner1819,learner1819@example.com,10,40,90,64,,
learner1820,learner1820@example.com,60,90,40,54,,
learner1821,learner1821@example.com,40,30,60,50,,
learner1822,learner1822@example.com,70,0,60,50,,
learner1823,learner1823@example.com,20,100,50,54,,
learner1824,learner1824@example.com,10,30,80,56,,
learner1825,learner1825@example.com,90,10,30,38,,
learner1826,learner1826@example.com,10,90,50,50,,
learner1827,learner1827@example.com,80,90,10,40,,
learner1828,learner1828@example.com,40,40,0,16,,
learner1829,learner1829@example.com,90,0,100,78,,
learner1830,learner1830@example.com,30,20,40,34,,
learner1831,learner1831@example.com,50,100,50,60,,
learner1832,learner1832@example.com,50,100,0,30,,
learner1833,learner1833@example.com,80,60,90,82,,
learner1834,learner1834@example.com,80,60,90,82,,
learner1835,learner1835@example.com,60,70,90,80,,
learner1836,learner1836@example.com,60,60,90,78,,
learner1837,learner1837@example.com,60,70,60,62,,
learner1838,learner1838@example.com,100,70,60,70,,
learner1839,learner1839@example.com,80,70,90,84,,
learner1840,learner1840@example.com,90,100,60,74,,
learner1841,learner1841@example.com,100,90,100,98,,
learner1842,learner1842@example.com,90,100,100,98,,
learner1843,learner1843@example.com,70,70,90,82,,
learner1844,learner1844@example.com,80,70,90,84,,
learner1845,learner1845@example.com,100,80,80,84,,
learner1846,learner1846@example.com,60,60,80,72,,
learner1847,learner1847@example.com,80,90,70,76,,
learner1848,learner1848@example.com,100,60,70,74,,
learner1849,learner1849@example.com,80,70,70,72,,
learner1850,learner1850@example.com,80,90,90,88,,
learner1851,learner1851@example.com,80,70,80,78,,
learner1852,learner1852@example.com,90,100,80,86,,
learner1853,learner1853@example.com,90,60,70,72,,
learner1854,learner1854@example.com,100,70,90,88,,
learner1855,learner1855@example.com,90,100,70,80,,
learner1856,learner1856@example.com,60,100,70,74,,
learner1857,learner1857@example.com,60,100,70,74,,
learner1858,learner1858@example.com,100,60,100,92,,
learner1859,learner1859@example.com,90,70,90,86,,
learner1860,learner1860@example.com,90,70,70,74,,
learner1861,learner1861@example.com,90,100,100,98,,
learner1862,learner1862@example.com,100,60,90,86,,
learner1863,learner1863@example.com,90,70,90,86,,
learner1864,learner1864@example.com,80,100,60,72,,
learner1865,learner1865@example.com,100,100,70,82,,
learner1866,learner1866@example.com,80,80,60,68,,
learner1867,learner1867@example.com,80,60,80,76,,
learner1868,learner1868@example.com,80,60,60,64,,
learner1869,learner1869@example.com,60,60,60,60,,
learner1870,learner1870@example.com,100,90,100,98,,
learner1871,learner1871@example.com,100,60,100,92,,
learner1872,learner1872@example.com,80,100,90,90,,
learner1873,learner1873@example.com,100,100,80,88,,
learner1874,learner1874@example.com,70,60,80,74,,
learner1875,learner1875@example.com,100,80,90,90,,
learner1876,learner1876@example.com,80,60,70,70,,
learner1877,learner1877@example.com,80,100,70,78,,
learner1878,learner1878@example.com,90,60,80,78,,
learner1879,learner1879@example.com,60,70,80,74,,
learner1880,learner1880@example.com,90,70,90,86,,
learner1881,learner1881@example.com,100,100,70,82,,
learner1882,learner1882@example.com,60,100,60,68,,
learner1883,learner1883@example.com,90,70,60,68,,
learner1884,learner1884@example.com,80,80,80,80,,
learner1885,learner1885@example.com,80,100,100,96,,
learner1886,learner1886@example.com,80,90,100,94,,
learner1887,learner1887@example.com,100,100,80,88,,
learner1888,learner1888@example.com,90,90,80,84,,
learner1889,learner1889@example.com,80,90,100,94,,
learner1890,learner1890@example.com,90,90,100,96,,
learner1891,learner1891@example.com,80,80,90,86,,
learner1892,learner1892@example.com,100,80,100,96,,
learner1893,learner1893@example.com,80,100,80,84,,
learner1894,learner1894@example.com,80,100,90,90,,
learner1895,learner1895@example.com,80,90,100,94,,
learner1896,learner1896@example.com,100,80,90,90,,
learner1897,learner1897@example.com,80,90,100,94,,
learner1898,learner1898@example.com,100,100,90,94,,
learner1899,learner1899@example.com,80,90,90,88,,
learner1900,learner1900@example.com,80,100,100,96,,
learner1901,learner1901@example.com,90,100,100,98,,
learner1902,learner1902@example.com,80,100,100,96,,
learner1903,learner1903@example.com,80,100,90,90,,
learner1904,learner1904@example.com,100,90,80,86,,
learner1905,learner1905@example.com,80,100,100,96,,
learner1906,learner1906@example.com,90,100,80,86,,
